OWSJ                                                                                                            Uniform Load (kN/m),,,,,,,,,,,,,,
16,1016,WL/360 (kN/m),3,3,4,5,5,6,6,6,7,8,8,9
16,,Bridg. (H/X/EX),3/0/0,3/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0
16,,Self Wt (kg/m),12.5,13.8,16.3,18.8,25.4,27.7,28.6,29.1,31.2,33.3,34.6,35.0
16,1118,WL/360 (kN/m),3,3,4,5,5,7,7,7,8,8,9,9
16,,Bridg. (H/X/EX),2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0
16,,Self Wt (kg/m),15.2,20.0,20.4,20.8,23.2,27.3,28.5,29.8,30.8,33.5,34.8,36.7
16,1219,WL/360 (kN/m),3,4,5,5,6,7,8,9,9,10,10,11
16,,Bridg. (H/X/EX),3/0/0,3/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0
16,,Self Wt (kg/m),14.4,15.9,20.8,21.3,21.7,26.3,28.1,30.0,30.4,31.3,34.3,35.4
16,1321,WL/360 (kN/m),3,4,5,5,6,7,8,9,9,10,11,12
16,,Bridg. (H/X/EX),3/0/0,3/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0
16,,Self Wt (kg/m),16.0,17.5,19.4,21.7,22.1,26.0,28.3,30.0,30.9,30.8,33.1,35.7
16,1422,WL/360 (kN/m),3,4,5,5,6,7,8,9,9,10,11,12
16,,Bridg. (H/X/EX),3/0/0,3/0/0,3/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0
17,,Self Wt (kg/m),18.0,20.0,22.9,27.5,30.6,33.3,39.1,40.5,45.0,51.7,57.3,57.9
17,711,WL/360 (kN/m),2,2,2,3,3,3,3,4,4,5,5,5
17,,Bridg. (H/X/EX),2/0/1,2/0/1,2/0/1,2/0/1,2/0/1,2/0/1,2/0/1,2/0/1,2/0/1,2/0/1,2/0/1,2/0/1
17,,Self Wt (kg/m),16.4,18.5,22.3,24.9,29.5,30.9,38.5,41.8,41.9,45.5,52.5,57.8
17,762,WL/360 (kN/m),2,2,2,3,3,3,4,4,4,5,5,6
17,,Bridg. (H/X/EX),2/0/1,2/0/1,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0
17,,Self Wt (kg/m),16.0,19.1,21.5,24.2,26.6,31.0,34.0,38.0,41.1,45.1,46.2,52.1
17,813,WL/360 (kN/m),2,2,3,3,3,4,4,5,5,6,6,6
17,,Bridg. (H/X/EX),2/0/1,3/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0
17,,Self Wt (kg/m),15.9,18.4,21.0,25.7,26.3,29.0,30.8,34.0,37.9,40.0,45.3,46.0
17,914,WL/360 (kN/m),2,2,3,4,4,4,5,5,6,6,7,7
17,,Bridg. (H/X/EX),3/0/0,3/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0
17,,Self Wt (kg/m),15.1,17.5,21.0,21.8,26.9,27.5,29.1,31.7,36.1,39.4,40.3,44.9
17,1016,WL/360 (kN/m),2,3,4,4,5,5,5,6,7,7,7,8
17,,Bridg. (H/X/EX),3/0/0,3/0/0,3/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0
17,,Self Wt (kg/m),12.3,15.5,17.8,23.4,25.0,27.8,28.5,29.7,32.8,34.5,37.1,40.9
17,1118,WL/360 (kN/m),2,3,4,5,5,6,6,6,7,7,8,9
17,,Bridg. (H/X/EX),2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0
17,,Self Wt (kg/m),14.1,17.3,20.8,21.7,24.1,27.6,30.0,30.1,32.6,35.4,36.5,41.1
17,1219,WL/360 (kN/m),3,4,5,5,6,7,7,7,8,9,9,10
17,,Bridg. (H/X/EX),3/0/0,3/0/0,3/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0
17,,Self Wt (kg/m),17.4,20.3,20.6,22.0,25.9,27.6,28.9,30.6,33.0,34.0,36.8,39.6
17,1321,WL/360 (kN/m),3,4,5,5,6,7,8,9,9,10,10,11
17,,Bridg. (H/X/EX),3/0/0,3/0/0,3/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0
17,,Self Wt (kg/m),20.6,20.8,21.6,22.6,24.7,30.7,30.3,32.2,33.7,36.4,37.4,41.6
17,1422,WL/360 (kN/m),3,4,5,5,6,7,8,9,9,10,11,12
17,,Bridg. (H/X/EX),3/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0
18,,Self Wt (kg/m),18.4,20.0,25.3,27.9,30.9,38.6,42.6,43.2,51.5,57.2,57.2,58.0
18,762,WL/360 (kN/m),2,2,2,3,3,3,4,4,5,5,5,5
18,,Bridg. (H/X/EX),2/0/1,2/0/1,2/0/1,2/0/1,2/0/1,2/0/1,2/0/1,2/0/1,2/0/1,2/0/1,2/0/1,2/0/1
18,,Self Wt (kg/m),16.2,20.4,23.9,26.6,30.7,33.7,38.0,41.3,45.0,52.2,57.2,57.9
18,813,WL/360 (kN/m),2,2,3,3,3,4,4,4,5,5,6,6
18,,Bridg. (H/X/EX),2/0/1,3/0/0,3/0/0,3/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0
18,,Self Wt (kg/m),16.1,20.7,20.9,26.5,28.6,31.0,34.4,38.1,41.7,46.2,51.5,53.2
18,914,WL/360 (kN/m),2,3,3,3,4,4,5,5,6,6,6,7
18,,Bridg. (H/X/EX),2/0/1,3/0/0,3/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0
18,,Self Wt (kg/m),16.3,18.2,21.4,26.5,27.6,29.8,32.9,37.1,39.4,41.2,46.2,51.2
18,1016,WL/360 (kN/m),2,3,3,4,4,4,5,6,6,6,7,8
18,,Bridg. (H/X/EX),2/0/1,3/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0
18,,Self Wt (kg/m),13.7,16.7,20.9,27.3,27.7,28.6,29.9,32.5,34.1,40.6,41.2,44.3
18,1118,WL/360 (kN/m),2,3,4,5,5,5,5,6,6,8,8,8
18,,Bridg. (H/X/EX),2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0
18,,Self Wt (kg/m),15.8,20.3,20.6,21.9,25.2,28.1,29.8,31.8,35.0,37.2,40.1,43.2
18,1219,WL/360 (kN/m),3,4,4,4,5,6,6,7,7,8,9,9
18,,Bridg. (H/X/EX),2/0/1,3/0/0,3/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0
18,,Self Wt (kg/m),15.9,20.4,21.3,22.5,26.8,28.9,30.2,32.2,34.2,35.8,40.4,42.9
18,1321,WL/360 (kN/m),3,4,5,5,6,7,7,8,8,9,10,10
18,,Bridg. (H/X/EX),2/0/1,3/0/0,3/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0
18,,Self Wt (kg/m),17.3,20.6,24.8,25.0,26.7,28.6,31.0,31.2,33.3,35.7,38.2,41.5
18,1422,WL/360 (kN/m),3,4,5,5,6,7,8,9,9,10,11,11
18,,Bridg. (H/X/EX),3/0/0,3/0/0,3/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0
18,,Self Wt (kg/m),22.2,22.5,23.2,26.9,28.9,31.8,30.8,32.9,34.3,37.6,41.0,43.6
18,1524,WL/360 (kN/m),3,4,5,5,6,7,8,9,9,10,11,12
18,,Bridg. (H/X/EX),2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0,2/0/0
19,,Self Wt (kg/m),19.3,22.1,26.1,29.9,33.4,38.2,42.0,45.0,52.2,57.8,58.9,62.9
19,813,WL/360 (kN/m),2,2,2,3,3,3,4,4,4,5,5,5
19,,Bridg. (H/X/EX),0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2
19,,Self Wt (kg/m),18.4,21.3,25.8,26.6,30.7,34.1,38.4,41.9,46.2,52.6,58.3,58.7
19,914,WL/360 (kN/m),2,2,3,3,3,4,4,5,5,6,6,6
19,,Bridg. (H/X/EX),0/1/2,0/1/2,0/1/2,0/1/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2
19,,Self Wt (kg/m),16.5,21.4,22.5,27.2,29.3,32.3,37.5,39.3,45.1,46.9,52.0,53.8
19,1016,WL/360 (kN/m),2,3,3,4,4,4,5,5,6,6,7,7
19,,Bridg. (H/X/EX),0/1/2,0/1/2,0/1/2,0/1/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2
19,,Self Wt (kg/m),15.2,19.6,23.2,27.3,27.6,29.7,33.4,36.4,40.4,44.3,44.6,48.7
19,1118,WL/360 (kN/m),2,3,3,4,4,5,5,6,6,7,7,8
19,,Bridg. (H/X/EX),0/1/2,0/1/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2
19,,Self Wt (kg/m),17.0,20.7,22.3,26.3,28.7,29.9,32.0,35.0,37.8,42.7,42.7,46.6
19,1219,WL/360 (kN/m),3,3,4,5,5,5,6,7,7,8,8,9
19,,Bridg. (H/X/EX),0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2
19,,Self Wt (kg/m),17.5,21.0,21.6,25.5,28.1,30.1,30.6,32.9,36.2,40.5,42.2,43.8
19,1321,WL/360 (kN/m),3,4,4,5,6,6,7,7,8,9,9,9
19,,Bridg. (H/X/EX),0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2
19,,Self Wt (kg/m),17.8,25.0,21.9,23.8,28.1,29.6,30.9,32.4,36.0,39.6,41.7,43.9
19,1422,WL/360 (kN/m),3,4,5,5,6,7,7,8,9,10,10,10
19,,Bridg. (H/X/EX),0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2
19,,Self Wt (kg/m),21.8,27.0,27.5,31.1,29.2,32.0,32.3,34.5,37.1,40.4,43.5,45.3
19,1524,WL/360 (kN/m),3,4,5,5,6,7,8,9,9,10,11,12
19,,Bridg. (H/X/EX),0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2
19,,Self Wt (kg/m),22.8,23.9,26.3,28.5,31.9,32.4,34.1,36.1,39.5,41.6,43.7,45.1
19,1626,WL/360 (kN/m),3,4,5,5,6,7,8,9,9,10,11,12
19,,Bridg. (H/X/EX),0/1/2,0/1/2,0/1/2,0/1/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2
20,,Self Wt (kg/m),19.9,24.1,26.7,30.5,34.2,38.1,41.4,45.9,52.1,58.2,58.2,62.7
20,914,WL/360 (kN/m),2,2,3,3,3,4,4,4,5,6,6,6
20,,Bridg. (H/X/EX),0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2
20,,Self Wt (kg/m),18.0,21.1,27.0,28.1,32.0,37.2,39.2,44.1,47.3,52.0,53.7,58.7
20,1016,WL/360 (kN/m),2,2,3,3,4,4,5,5,5,6,6,7
20,,Bridg. (H/X/EX),0/1/2,0/1/2,0/1/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2
20,,Self Wt (kg/m),15.5,21.0,24.7,27.6,28.6,33.3,36.3,40.8,44.4,44.7,48.7,52.3
20,1118,WL/360 (kN/m),2,3,3,4,4,5,5,6,6,6,7,7
20,,Bridg. (H/X/EX),0/1/2,0/1/2,0/1/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2
20,,Self Wt (kg/m),19.4,21.3,23.9,27.4,30.1,30.7,34.4,37.2,41.7,45.2,47.3,50.8
20,1219,WL/360 (kN/m),3,3,4,4,5,5,5,6,7,7,7,8
20,,Bridg. (H/X/EX),0/1/2,0/1/2,0/1/2,0/1/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2
20,,Self Wt (kg/m),20.5,20.9,23.1,27.8,30.0,31.1,34.4,37.4,40.7,43.0,46.2,49.0
20,1321,WL/360 (kN/m),3,3,4,5,5,6,6,7,7,8,9,9
20,,Bridg. (H/X/EX),0/1/2,0/1/2,0/1/2,0/1/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2
20,,Self Wt (kg/m),20.7,21.1,25.9,27.8,30.5,31.1,34.5,36.8,38.5,42.1,44.3,48.2
20,1422,WL/360 (kN/m),3,4,5,5,6,6,7,7,8,9,9,10
20,,Bridg. (H/X/EX),0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2
20,,Self Wt (kg/m),22.2,23.1,26.5,27.3,30.3,31.6,33.3,36.6,37.9,41.9,44.5,45.7
20,1524,WL/360 (kN/m),3,4,5,5,6,7,8,8,9,9,10,11
20,,Bridg. (H/X/EX),0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2
20,,Self Wt (kg/m),27.1,27.1,27.3,28.5,33.0,35.3,36.3,39.7,40.0,43.8,45.5,46.0
20,1626,WL/360 (kN/m),3,4,5,5,6,7,8,9,9,10,11,12
20,,Bridg. (H/X/EX),0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2
20,,Self Wt (kg/m),23.5,27.8,30.4,31.9,32.0,35.8,38.2,39.7,40.5,44.5,47.8,49.8
20,1727,WL/360 (kN/m),3,4,5,5,6,7,8,9,9,10,11,12
20,,Bridg. (H/X/EX),0/1/2,0/1/2,0/1/2,0/1/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2
22,,Self Wt (kg/m),20.6,23.7,28.2,30.6,34.9,39.2,42.7,47.5,51.1,55.7,61.2,61.7
22,1118,WL/360 (kN/m),2,2,3,3,4,4,5,5,5,6,6,6
22,,Bridg. (H/X/EX),0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2
22,,Self Wt (kg/m),20.6,23.6,27.2,30.0,32.8,36.7,40.2,44.5,48.2,50.4,54.9,56.8
22,1219,WL/360 (kN/m),2,3,3,4,4,5,5,5,6,6,7,7
22,,Bridg. (H/X/EX),0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2
22,,Self Wt (kg/m),20.9,22.1,26.6,30.1,30.8,35.7,39.0,42.2,45.2,49.3,51.1,55.9
22,1321,WL/360 (kN/m),2,3,4,4,4,5,6,6,6,7,7,8
22,,Bridg. (H/X/EX),0/2/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/0/2,0/0/2,0/0/2,0/0/2
22,,Self Wt (kg/m),21.4,22.0,26.4,30.0,31.8,34.3,37.7,41.4,44.6,47.3,50.3,53.1
22,1422,WL/360 (kN/m),3,3,4,5,5,5,6,6,7,8,8,9
22,,Bridg. (H/X/EX),0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/0/2,0/0/2,0/0/2,0/0/2
22,,Self Wt (kg/m),26.5,24.0,28.3,31.3,32.6,35.6,37.6,42.2,43.7,47.1,50.3,54.1
22,1524,WL/360 (kN/m),3,3,5,5,6,6,6,7,8,8,9,10
22,,Bridg. (H/X/EX),0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/0/2,0/0/2,0/0/2,0/0/2
22,,Self Wt (kg/m),27.3,27.8,28.6,32.2,32.7,34.7,37.5,41.7,43.8,46.1,48.2,52.9
22,1626,WL/360 (kN/m),3,4,5,5,6,6,7,8,9,9,10,11
22,,Bridg. (H/X/EX),0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/0/2,0/0/2,0/0/2,0/0/2
22,,Self Wt (kg/m),24.1,24.5,26.7,31.7,33.3,34.0,37.2,43.2,43.6,45.8,49.2,51.1
22,1727,WL/360 (kN/m),3,4,5,5,6,7,8,9,9,10,11,11
22,,Bridg. (H/X/EX),0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/0/2,0/0/2,0/0/2
22,,Self Wt (kg/m),32.9,32.9,33.4,34.2,36.4,38.7,43.2,43.6,47.5,50.0,52.6,59.6
22,1829,WL/360 (kN/m),3,4,5,5,6,7,8,9,9,10,11,12
22,,Bridg. (H/X/EX),0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/0/2,0/0/2,0/0/2,0/0/2,0/0/2
22,,Self Wt (kg/m),33.5,33.7,34.6,34.9,38.1,40.2,42.8,45.2,47.7,51.0,53.4,60.4
22,2032,WL/360 (kN/m),3,4,5,5,6,7,8,9,9,10,11,12
22,,Bridg. (H/X/EX),0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/0/2,0/0/2,0/0/2,0/0/2
24,,Self Wt (kg/m),23.4,27.6,31.9,36.5,42.0,46.1,52.1,56.5,62.3,66.3,71.8,77.0
24,1016,WL/360 (kN/m),2,2,2,2,3,3,4,4,4,5,5,5
24,,Bridg. (H/X/EX),0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2
24,,Self Wt (kg/m),21.8,27.4,30.4,35.8,39.4,42.7,47.5,55.0,61.2,63.1,67.0,72.1
24,1118,WL/360 (kN/m),2,2,2,3,3,3,4,4,5,5,6,6
24,,Bridg. (H/X/EX),0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/0/2,0/0/2,0/0/2
24,,Self Wt (kg/m),21.7,26.2,30.1,33.4,38.6,43.1,45.9,51.3,56.3,61.8,62.2,63.9
24,1219,WL/360 (kN/m),2,2,3,3,4,4,4,5,5,6,6,6
24,,Bridg. (H/X/EX),0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/0/2,0/0/2,0/0/2,0/0/2
24,,Self Wt (kg/m),21.5,26.8,30.0,33.0,36.1,40.6,44.9,48.9,53.0,57.0,62.9,64.8
24,1321,WL/360 (kN/m),2,3,3,4,4,5,5,5,6,6,7,7
24,,Bridg. (H/X/EX),0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/0/2,0/0/2,0/0/2
24,,Self Wt (kg/m),25.3,28.7,30.4,31.4,35.3,40.0,43.2,46.1,49.8,54.2,58.3,62.7
24,1422,WL/360 (kN/m),3,4,4,4,4,5,5,6,6,7,7,8
24,,Bridg. (H/X/EX),0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/0/2,0/0/2
24,,Self Wt (kg/m),22.9,28.3,31.7,32.1,34.7,38.5,41.8,45.4,48.9,52.5,57.0,62.6
24,1524,WL/360 (kN/m),3,4,4,4,5,5,6,6,7,8,8,9
24,,Bridg. (H/X/EX),0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/0/2,0/0/2
24,,Self Wt (kg/m),24.0,28.0,30.4,32.7,35.7,40.2,42.6,46.3,50.1,52.2,55.6,58.9
24,1626,WL/360 (kN/m),3,4,5,5,5,6,7,7,8,8,9,9
24,,Bridg. (H/X/EX),0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/0/2
24,,Self Wt (kg/m),24.5,28.1,32.2,32.8,33.5,40.5,43.0,45.8,47.6,51.6,53.9,58.3
24,1727,WL/360 (kN/m),3,4,5,5,5,7,7,8,8,9,9,11
24,,Bridg. (H/X/EX),0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/0/2
24,,Self Wt (kg/m),31.9,32.4,33.1,36.9,38.1,43.5,45.4,46.2,49.6,53.7,59.3,63.5
24,1829,WL/360 (kN/m),3,4,5,5,6,7,8,9,9,10,11,12
24,,Bridg. (H/X/EX),0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/0/2
26,,Self Wt (kg/m),27.1,31.7,38.5,45.0,47.8,54.2,59.0,70.2,73.8,79.0,88.0,89.2
26,1118,WL/360 (kN/m),2,2,2,3,3,3,4,4,4,5,5,5
26,,Bridg. (H/X/EX),0/2/2,0/2/2,0/2/2,0/2/2,0/2/2,0/2/2,0/2/2,0/2/2,0/2/2,0/2/2,0/2/2,0/2/2
26,,Self Wt (kg/m),26.7,31.4,35.8,41.3,45.6,51.7,55.4,61.7,71.0,74.7,79.8,84.2
26,1219,WL/360 (kN/m),2,2,2,3,3,4,4,4,5,5,6,6
26,,Bridg. (H/X/EX),0/2/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/0/2,0/0/2,0/0/2,0/0/2
26,,Self Wt (kg/m),25.4,31.6,34.4,39.9,44.2,47.0,52.9,61.0,66.2,72.4,74.0,81.9
