OWSJ                                                                                                            Uniform Load (kN/m),,,,,,,,,,,,,,
26,1321,WL/360 (kN/m),2,2,3,3,4,4,4,5,6,6,6,7
26,,Bridg. (H/X/EX),0/2/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/0/2,0/0/2,0/0/2,0/0/2
26,,Self Wt (kg/m),25.4,30.8,33.9,39.6,43.4,47.6,53.5,57.7,62.4,67.8,72.8,79.4
26,1422,WL/360 (kN/m),2,3,3,4,4,5,5,5,6,6,6,7
26,,Bridg. (H/X/EX),0/2/2,0/2/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/0/2,0/0/2,0/0/2
26,,Self Wt (kg/m),26.2,32.1,33.7,37.8,42.1,46.3,49.4,55.6,59.9,65.7,67.2,74.7
26,1524,WL/360 (kN/m),2,3,3,4,4,5,5,6,6,7,7,7
26,,Bridg. (H/X/EX),0/2/2,0/2/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/0/2,0/0/2
26,,Self Wt (kg/m),29.6,33.5,34.2,36.2,41.2,46.0,47.5,51.4,55.8,60.6,67.0,70.2
26,1626,WL/360 (kN/m),3,4,4,4,5,5,6,6,7,7,8,9
26,,Bridg. (H/X/EX),0/2/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/0/2,0/0/2
26,,Self Wt (kg/m),30.3,32.3,34.5,37.0,42.0,45.3,48.2,52.2,55.4,60.2,65.1,69.6
26,1727,WL/360 (kN/m),3,4,4,5,6,6,6,7,7,8,9,9
26,,Bridg. (H/X/EX),0/2/2,0/2/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/0/2
26,,Self Wt (kg/m),31.3,34.1,36.0,38.7,41.5,48.4,49.5,54.4,58.8,65.8,69.4,69.5
26,1829,WL/360 (kN/m),3,4,5,5,5,7,7,7,8,9,10,10
26,,Bridg. (H/X/EX),0/2/2,0/2/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/0/2,0/0/2
26,,Self Wt (kg/m),32.3,34.5,37.3,39.5,41.2,49.0,51.6,52.4,57.1,60.7,63.8,71.6
26,2032,WL/360 (kN/m),3,4,5,5,6,7,8,8,9,10,10,12
26,,Bridg. (H/X/EX),0/2/2,0/2/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2
28,,Self Wt (kg/m),29.9,35.3,42.0,46.8,52.2,60.5,66.6,73.1,81.5,86.9,92.2,102.9
28,1219,WL/360 (kN/m),2,2,2,3,3,3,4,4,5,5,5,6
28,,Bridg. (H/X/EX),0/2/2,0/2/2,0/2/2,0/2/2,0/2/2,0/2/2,0/2/2,0/2/2,0/2/2,0/2/2,0/2/2,0/2/2
28,,Self Wt (kg/m),29.4,32.4,39.1,44.4,48.6,55.0,60.2,69.2,71.4,80.3,85.7,91.2
28,1321,WL/360 (kN/m),2,2,3,3,3,4,4,4,5,5,6,6
28,,Bridg. (H/X/EX),0/2/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2
28,,Self Wt (kg/m),27.2,32.6,37.4,42.3,47.6,52.5,56.6,64.8,69.7,72.2,81.3,82.8
28,1422,WL/360 (kN/m),2,2,3,3,4,4,4,5,5,5,6,6
28,,Bridg. (H/X/EX),0/2/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2
28,,Self Wt (kg/m),30.3,33.3,36.7,43.6,46.6,51.2,56.4,63.0,68.8,74.5,79.8,84.0
28,1524,WL/360 (kN/m),2,3,3,4,4,4,5,5,6,6,7,7
28,,Bridg. (H/X/EX),0/2/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2
28,,Self Wt (kg/m),30.7,33.9,37.1,42.2,46.3,49.8,55.7,62.3,68.3,70.7,76.8,82.7
28,1626,WL/360 (kN/m),3,3,3,4,4,5,5,6,7,7,7,8
28,,Bridg. (H/X/EX),0/2/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2
28,,Self Wt (kg/m),28.7,40.3,36.0,41.2,45.6,48.7,53.9,59.2,63.7,70.3,72.5,79.0
28,1727,WL/360 (kN/m),2,4,4,4,5,5,6,6,7,7,8,9
28,,Bridg. (H/X/EX),0/2/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2
28,,Self Wt (kg/m),34.4,35.1,39.6,42.6,48.1,48.9,56.7,61.0,68.1,68.2,70.1,77.2
28,1829,WL/360 (kN/m),3,4,4,5,5,5,7,7,8,8,8,9
28,,Bridg. (H/X/EX),0/2/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2
28,,Self Wt (kg/m),35.7,36.1,38.5,44.3,48.4,50.4,53.9,58.0,61.7,69.9,70.2,73.0
28,2032,WL/360 (kN/m),3,4,5,5,6,7,7,8,8,10,10,10
28,,Bridg. (H/X/EX),0/2/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2
28,,Self Wt (kg/m),40.0,38.0,44.5,46.0,50.5,52.4,53.5,56.2,60.0,64.0,71.1,72.8
28,2235,WL/360 (kN/m),3,4,5,5,6,7,8,8,9,10,11,12
28,,Bridg. (H/X/EX),0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2
30,,Self Wt (kg/m),31.5,36.9,43.5,49.9,56.0,60.5,72.2,80.8,81.8,91.5,100.7,103.5
30,1321,WL/360 (kN/m),2,2,2,3,3,3,4,4,4,5,6,6
30,,Bridg. (H/X/EX),0/2/2,0/2/2,0/2/2,0/2/2,0/2/2,0/2/2,0/2/2,0/2/2,0/2/2,0/2/2,0/2/2,0/2/2
30,,Self Wt (kg/m),32.0,35.8,42.8,47.6,53.3,61.4,67.3,74.2,83.4,83.8,93.9,99.0
30,1422,WL/360 (kN/m),2,2,3,3,3,4,4,4,5,5,6,6
30,,Bridg. (H/X/EX),0/2/2,0/2/2,0/2/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2
30,,Self Wt (kg/m),32.5,35.7,41.7,45.8,50.2,57.1,64.9,67.2,77.4,81.2,88.3,92.2
30,1524,WL/360 (kN/m),2,2,3,3,4,4,5,5,5,6,6,7
30,,Bridg. (H/X/EX),0/2/2,0/2/2,0/2/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2
30,,Self Wt (kg/m),31.8,35.0,40.6,45.3,48.5,56.1,61.2,67.1,72.5,79.9,84.2,90.1
30,1626,WL/360 (kN/m),2,3,3,3,4,4,5,5,6,6,7,7
30,,Bridg. (H/X/EX),0/2/2,0/2/2,0/2/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2
30,,Self Wt (kg/m),32.3,34.3,41.5,44.2,47.8,53.0,60.4,68.3,71.0,76.3,84.9,85.6
30,1727,WL/360 (kN/m),3,3,4,4,4,5,5,6,6,7,8,8
30,,Bridg. (H/X/EX),0/2/2,0/2/2,0/2/2,0/2/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2
30,,Self Wt (kg/m),39.9,40.6,41.9,46.1,51.4,55.8,61.0,66.9,69.3,76.6,81.4,89.9
30,1829,WL/360 (kN/m),3,3,4,4,5,5,6,6,7,8,8,9
30,,Bridg. (H/X/EX),0/2/2,0/2/2,0/2/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2
30,,Self Wt (kg/m),36.9,41.8,42.3,44.3,48.1,53.8,58.4,64.8,68.8,70.9,78.8,82.7
30,2032,WL/360 (kN/m),3,4,4,5,5,6,7,8,8,8,9,9
30,,Bridg. (H/X/EX),0/2/2,0/2/2,0/2/2,0/2/2,0/2/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2
30,,Self Wt (kg/m),38.4,39.2,44.6,46.4,50.5,52.4,57.1,60.4,67.1,71.2,72.8,79.2
30,2235,WL/360 (kN/m),3,4,5,5,6,7,7,8,9,10,10,11
30,,Bridg. (H/X/EX),0/2/2,0/2/2,0/2/2,0/2/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2
30,,Self Wt (kg/m),40.1,44.4,44.4,47.9,51.3,53.7,54.0,59.1,63.0,70.6,71.7,74.8
30,2438,WL/360 (kN/m),3,4,5,5,6,7,8,9,9,10,11,12
30,,Bridg. (H/X/EX),0/2/2,0/2/2,0/2/2,0/2/2,0/2/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2,0/1/2
34,,Self Wt (kg/m),34.2,42.4,51.1,57.3,65.8,75.3,79.6,89.5,98.8,100.4,112.3,118.4
34,1422,WL/360 (kN/m),1,2,2,2,3,3,3,4,4,4,5,5
34,,Bridg. (H/X/EX),0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4
34,,Self Wt (kg/m),35.1,42.6,47.4,56.4,64.7,72.4,81.6,91.2,91.9,102.6,104.0,115.3
34,1524,WL/360 (kN/m),2,2,2,3,3,4,4,5,5,5,5,6
34,,Bridg. (H/X/EX),0/0/4,0/0/4,0/0/4,0/0/4,0/0/3,0/0/3,0/0/3,0/0/3,0/0/3,0/0/3,0/0/3,0/0/3
34,,Self Wt (kg/m),34.7,43.2,47.1,55.4,60.6,68.6,80.1,84.3,94.3,99.7,105.0,106.8
34,1626,WL/360 (kN/m),2,2,3,3,3,4,4,5,5,6,6,6
34,,Bridg. (H/X/EX),0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/3,0/0/3,0/0/3,0/0/3,0/0/3,0/0/3,0/0/3
34,,Self Wt (kg/m),33.8,41.6,45.9,51.6,59.4,66.1,70.7,81.5,86.8,92.4,97.5,101.9
34,1727,WL/360 (kN/m),2,2,3,3,4,4,4,5,6,6,6,7
34,,Bridg. (H/X/EX),0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/3,0/0/3,0/0/3,0/0/3,0/0/3,0/0/3,0/0/3
34,,Self Wt (kg/m),37.1,44.2,47.9,54.8,62.3,67.4,72.0,82.0,90.9,95.3,100.8,102.9
34,1829,WL/360 (kN/m),2,3,3,4,4,4,5,5,6,6,7,7
34,,Bridg. (H/X/EX),0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/3,0/0/3,0/0/3,0/0/3,0/0/3,0/0/3,0/0/3
34,,Self Wt (kg/m),36.9,41.7,49.5,51.2,58.2,67.9,69.6,73.8,84.9,92.9,93.4,104.1
34,2032,WL/360 (kN/m),3,3,4,4,5,5,5,6,7,8,8,9
34,,Bridg. (H/X/EX),0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/3,0/0/3,0/0/3,0/0/3,0/0/3,0/0/3
34,,Self Wt (kg/m),40.3,42.3,50.0,59.3,56.5,61.2,65.8,71.7,76.4,85.5,88.6,97.2
34,2235,WL/360 (kN/m),3,3,4,5,5,6,6,7,7,8,8,9
34,,Bridg. (H/X/EX),0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/3,0/0/3,0/0/3,0/0/3,0/0/3
34,,Self Wt (kg/m),41.0,46.7,48.2,52.4,54.7,58.9,64.4,72.3,74.6,78.4,89.0,92.2
34,2438,WL/360 (kN/m),3,4,5,5,6,6,7,8,8,9,10,10
34,,Bridg. (H/X/EX),0/0/5,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/3,0/0/3,0/0/3,0/0/3,0/0/3
34,,Self Wt (kg/m),54.8,55.2,56.2,56.2,57.6,62.9,69.3,73.7,75.9,81.5,86.1,92.3
34,2642,WL/360 (kN/m),3,4,5,5,6,7,8,9,9,10,10,12
34,,Bridg. (H/X/EX),0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/3,0/0/3,0/0/3,0/0/3,0/0/3
38,,Self Wt (kg/m),41.5,47.1,55.0,66.0,76.3,80.4,90.3,100.8,101.7,113.1,129.0,129.0
38,1626,WL/360 (kN/m),2,2,2,3,3,3,4,4,4,5,6,5
38,,Bridg. (H/X/EX),0/0/5,0/0/5,0/0/5,0/0/5,0/0/5,0/0/5,0/0/5,0/0/5,0/0/5,0/0/5,0/0/5,0/0/5
38,,Self Wt (kg/m),39.5,46.5,55.2,64.8,70.3,81.4,86.7,97.4,102.3,110.8,114.6,130.9
38,1727,WL/360 (kN/m),2,2,2,3,3,4,4,4,5,5,5,6
38,,Bridg. (H/X/EX),0/0/5,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/3,0/0/3,0/0/3,0/0/3,0/0/3
38,,Self Wt (kg/m),42.8,46.9,56.6,64.8,69.1,79.3,87.5,97.2,97.9,109.7,115.8,121.3
38,1829,WL/360 (kN/m),2,2,3,3,4,4,4,5,5,6,6,6
38,,Bridg. (H/X/EX),0/0/5,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/3,0/0/3,0/0/3,0/0/3
38,,Self Wt (kg/m),40.7,48.0,52.2,61.4,67.9,76.1,81.8,89.7,99.5,99.6,105.6,111.8
38,2032,WL/360 (kN/m),2,3,3,4,4,5,5,6,6,6,7,7
38,,Bridg. (H/X/EX),0/0/5,0/0/5,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/3,0/0/3,0/0/3
38,,Self Wt (kg/m),41.2,50.1,50.7,58.4,67.2,71.3,78.2,84.5,92.5,101.8,103.3,109.4
38,2235,WL/360 (kN/m),2,3,3,4,5,5,6,6,7,8,8,8
38,,Bridg. (H/X/EX),0/0/5,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/3,0/0/3,0/0/3
38,,Self Wt (kg/m),43.3,50.7,52.6,58.3,62.7,82.4,73.7,81.2,87.7,96.6,101.1,106.4
38,2438,WL/360 (kN/m),3,4,4,4,5,7,6,7,7,8,8,9
38,,Bridg. (H/X/EX),0/0/5,0/0/5,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/3,0/0/3
38,,Self Wt (kg/m),59.6,60.0,64.7,65.2,67.4,77.1,77.1,81.8,89.1,99.0,103.4,108.9
38,2642,WL/360 (kN/m),3,4,5,5,6,7,7,7,8,9,10,10
38,,Bridg. (H/X/EX),0/0/5,0/0/5,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/3
38,,Self Wt (kg/m),66.4,67.3,68.1,68.1,70.4,78.0,81.5,90.7,97.7,101.8,104.0,105.7
38,2845,WL/360 (kN/m),3,4,5,5,6,7,8,9,9,10,11,11
38,,Bridg. (H/X/EX),0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/3,0/0/3,0/0/3
38,,Self Wt (kg/m),58.3,59.0,59.4,64.2,71.6,75.4,77.0,82.6,87.0,93.1,99.4,107.2
38,3048,WL/360 (kN/m),3,4,5,5,6,7,8,9,9,10,11,12
38,,Bridg. (H/X/EX),0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/3
42,,Self Wt (kg/m),46.1,56.2,67.5,77.0,88.1,98.2,98.6,110.5,117.8,130.1,136.5,157.6
42,1829,WL/360 (kN/m),2,2,2,3,3,4,4,4,4,5,5,6
42,,Bridg. (H/X/EX),0/0/5,0/0/5,0/0/5,0/0/5,0/0/5,0/0/5,0/0/5,0/0/5,0/0/5,0/0/5,0/0/5,0/0/5
42,,Self Wt (kg/m),47.5,52.4,65.5,69.6,81.6,90.8,99.6,101.7,113.7,120.0,127.4,138.8
42,2032,WL/360 (kN/m),2,2,3,3,4,4,5,5,5,6,6,7
42,,Bridg. (H/X/EX),0/0/5,0/0/5,0/0/5,0/0/4,0/0/4,0/0/4,0/0/3,0/0/3,0/0/3,0/0/3,0/0/3,0/0/3
42,,Self Wt (kg/m),48.5,51.0,58.7,69.4,75.9,83.7,93.1,102.2,104.7,110.8,122.8,130.0
42,2235,WL/360 (kN/m),2,2,3,4,4,4,5,6,6,6,7,7
42,,Bridg. (H/X/EX),0/0/5,0/0/5,0/0/5,0/0/4,0/0/4,0/0/4,0/0/4,0/0/3,0/0/3,0/0/3,0/0/3,0/0/3
42,,Self Wt (kg/m),48.2,75.8,58.4,66.9,85.5,88.9,87.4,96.2,102.5,103.7,114.5,117.6
42,2438,WL/360 (kN/m),2,4,3,4,5,5,5,6,7,7,8,8
42,,Bridg. (H/X/EX),0/0/5,0/0/5,0/0/5,0/0/5,0/0/4,0/0/4,0/0/4,0/0/4,0/0/3,0/0/3,0/0/3,0/0/3
42,,Self Wt (kg/m),55.2,56.6,60.7,68.9,74.9,80.3,88.7,99.7,103.9,108.8,110.3,121.7
42,2642,WL/360 (kN/m),3,3,4,4,5,6,6,7,7,8,8,9
42,,Bridg. (H/X/EX),0/0/5,0/0/5,0/0/5,0/0/5,0/0/4,0/0/4,0/0/4,0/0/4,0/0/3,0/0/3,0/0/3,0/0/3
42,,Self Wt (kg/m),57.9,59.2,61.7,69.9,77.7,88.3,87.1,98.8,106.7,109.2,113.6,114.9
42,2845,WL/360 (kN/m),3,4,4,5,6,7,6,8,8,8,9,9
42,,Bridg. (H/X/EX),0/0/5,0/0/5,0/0/5,0/0/5,0/0/4,0/0/4,0/0/4,0/0/4,0/0/3,0/0/3,0/0/3,0/0/3
42,,Self Wt (kg/m),66.1,66.1,68.0,70.0,78.6,81.1,90.4,94.9,102.8,111.3,112.1,118.8
42,3048,WL/360 (kN/m),3,4,5,5,6,7,8,9,9,10,10,11
42,,Bridg. (H/X/EX),0/0/5,0/0/5,0/0/5,0/0/5,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/3,0/0/3,0/0/3
42,,Self Wt (kg/m),88.9,88.9,89.6,90.9,95.4,97.9,100.0,103.8,107.1,109.4,114.9,120.7
42,3251,WL/360 (kN/m),3,4,5,5,6,7,8,9,9,10,11,12
42,,Bridg. (H/X/EX),0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/3,0/0/3,0/0/3,0/0/3,0/0/3
42,,Self Wt (kg/m),79.5,79.5,80.7,81.6,82.8,89.5,91.7,99.8,108.0,111.5,113.2,117.0
42,3454,WL/360 (kN/m),3,4,5,5,6,7,8,9,9,10,11,12
42,,Bridg. (H/X/EX),0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/3,0/0/3,0/0/3,0/0/3
46,,Self Wt (kg/m),50.7,63.3,68.5,79.5,92.7,97.8,109.6,116.6,132.9,135.7,156.8,162.0
46,2032,WL/360 (kN/m),2,2,2,3,3,4,4,4,5,5,6,6
46,,Bridg. (H/X/EX),0/0/5,0/0/5,0/0/5,0/0/5,0/0/5,0/0/5,0/0/5,0/0/5,0/0/5,0/0/5,0/0/5,0/0/5
46,,Self Wt (kg/m),51.2,57.6,69.5,83.8,83.9,92.9,102.4,105.1,117.2,127.5,129.0,141.3
46,2438,WL/360 (kN/m),2,2,3,4,4,5,5,5,6,7,7,7
46,,Bridg. (H/X/EX),0/0/5,0/0/5,0/0/5,0/0/5,0/0/5,0/0/5,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4
46,,Self Wt (kg/m),57.0,61.5,67.8,76.5,85.0,95.2,102.9,110.1,111.5,123.3,134.7,137.5
46,2642,WL/360 (kN/m),3,3,3,4,4,5,6,6,6,7,8,8
46,,Bridg. (H/X/EX),0/0/5,0/0/5,0/0/5,0/0/5,0/0/5,0/0/5,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4
46,,Self Wt (kg/m),67.1,67.9,71.2,76.1,86.7,95.3,105.4,106.3,111.1,118.6,133.3,139.3
46,2845,WL/360 (kN/m),3,3,4,4,5,5,6,6,7,7,9,9
46,,Bridg. (H/X/EX),0/0/5,0/0/5,0/0/5,0/0/5,0/0/5,0/0/5,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4
46,,Self Wt (kg/m),59.7,62.1,73.0,78.3,85.7,92.3,102.8,108.1,109.2,114.1,127.1,136.4
46,3048,WL/360 (kN/m),3,4,4,5,5,6,7,7,7,8,9,10
46,,Bridg. (H/X/EX),0/0/5,0/0/5,0/0/5,0/0/5,0/0/5,0/0/5,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4
46,,Self Wt (kg/m),90.0,91.1,91.5,94.2,96.5,100.1,102.6,110.7,115.0,121.3,129.6,135.0
46,3251,WL/360 (kN/m),3,4,5,5,6,7,7,8,8,10,10,11
46,,Bridg. (H/X/EX),0/0/5,0/0/5,0/0/5,0/0/5,0/0/5,0/0/5,0/0/5,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4
46,,Self Wt (kg/m),97.0,98.0,98.9,99.1,100.0,100.7,104.3,107.5,114.6,119.7,125.1,135.8
46,3454,WL/360 (kN/m),3,4,5,5,6,7,8,8,9,10,11,12
46,,Bridg. (H/X/EX),0/0/4,0/0/5,0/0/5,0/0/5,0/0/5,0/0/5,0/0/5,0/0/5,0/0/4,0/0/4,0/0/4,0/0/4
46,,Self Wt (kg/m),104.3,105.3,105.8,106.8,107.1,108.5,111.3,113.2,117.4,126.8,128.5,144.0
46,3658,WL/360 (kN/m),3,4,5,5,6,7,8,9,9,10,11,12
46,,Bridg. (H/X/EX),0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4
46,,Self Wt (kg/m),111.7,112.2,112.8,112.8,113.6,114.7,115.8,118.4,120.4,122.9,135.9,136.7
46,3861,WL/360 (kN/m),3,4,5,5,6,7,8,9,9,10,11,12
46,,Bridg. (H/X/EX),0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4,0/0/4
